id,Sleep Duration,Dietary Habits,Financial Stress,Family History of Mental Illness
2981,'Less than 5 hours',Moderate,5.0,Yes
2982,'More than 8 hours',Unhealthy,3.0,Yes
2999,'5-6 hours',Moderate,2.0,No
3016,'5-6 hours',Healthy,4.0,Yes
3024,'7-8 hours',Unhealthy,2.0,No
3033,'More than 8 hours',Moderate,5.0,No
3034,'Less than 5 hours',Unhealthy,4.0,No
3037,'Less than 5 hours',Healthy,5.0,Yes
3038,'Less than 5 hours',Healthy,3.0,No
3042,'Less than 5 hours',Unhealthy,2.0,No
3044,'Less than 5 hours',Moderate,5.0,Yes
3054,'Less than 5 hours',Unhealthy,2.0,No
3067,'5-6 hours',Moderate,3.0,Yes
3078,'Less than 5 hours',Unhealthy,1.0,No
3081,'5-6 hours',Unhealthy,3.0,No
3086,'Less than 5 hours',Moderate,2.0,No
3091,'More than 8 hours',Moderate,4.0,No
3101,'7-8 hours',Moderate,5.0,No
3110,'More than 8 hours',Healthy,2.0,Yes
3114,'Less than 5 hours',Moderate,2.0,Yes
3115,'Less than 5 hours',Unhealthy,5.0,Yes
3121,'More than 8 hours',Moderate,2.0,No
3124,'Less than 5 hours',Healthy,5.0,No
3128,'Less than 5 hours',Unhealthy,4.0,No
3135,'7-8 hours',Healthy,2.0,No
3136,'7-8 hours',Healthy,1.0,Yes
3139,'5-6 hours',Unhealthy,3.0,Yes
3140,'5-6 hours',Moderate,2.0,Yes
3154,'Less than 5 hours',Moderate,3.0,Yes
3157,'Less than 5 hours',Unhealthy,5.0,No
3159,'More than 8 hours',Unhealthy,3.0,No
3161,'Less than 5 hours',Moderate,2.0,Yes
3162,'Less than 5 hours',Moderate,5.0,No
3166,'Less than 5 hours',Unhealthy,5.0,No
3170,'7-8 hours',Unhealthy,3.0,No
3175,'7-8 hours',Unhealthy,1.0,No
3177,'Less than 5 hours',Healthy,3.0,Yes
3184,'5-6 hours',Healthy,1.0,No
3185,'Less than 5 hours',Healthy,2.0,Yes
3186,'7-8 hours',Unhealthy,2.0,Yes
3193,'Less than 5 hours',Moderate,5.0,Yes
3194,'More than 8 hours',Moderate,1.0,Yes
3195,'More than 8 hours',Moderate,1.0,Yes
3196,'More than 8 hours',Healthy,4.0,Yes
3198,'Less than 5 hours',Healthy,3.0,Yes
3209,'More than 8 hours',Moderate,2.0,No
3222,'More than 8 hours',Moderate,3.0,Yes
3226,'5-6 hours',Moderate,1.0,Yes
3227,'More than 8 hours',Unhealthy,5.0,Yes
3228,'7-8 hours',Healthy,2.0,Yes
3234,'5-6 hours',Healthy,2.0,No
3235,'More than 8 hours',Unhealthy,5.0,Yes
3245,'More than 8 hours',Healthy,3.0,Yes
3253,'Less than 5 hours',Moderate,1.0,No
3258,'More than 8 hours',Unhealthy,4.0,Yes
3260,'Less than 5 hours',Unhealthy,3.0,Yes
3261,'7-8 hours',Unhealthy,4.0,Yes
3266,'7-8 hours',Moderate,1.0,Yes
3268,'5-6 hours',Moderate,5.0,No
3271,'More than 8 hours',Moderate,5.0,No
3273,'More than 8 hours',Unhealthy,5.0,No
3281,'5-6 hours',Moderate,5.0,No
3282,'7-8 hours',Unhealthy,3.0,No
3289,'Less than 5 hours',Healthy,1.0,Yes
3301,'7-8 hours',Moderate,4.0,Yes
3304,'5-6 hours',Unhealthy,5.0,Yes
3305,'Less than 5 hours',Moderate,2.0,No
3312,'Less than 5 hours',Unhealthy,2.0,No
3319,'7-8 hours',Healthy,2.0,No
3331,'More than 8 hours',Moderate,3.0,Yes
3337,'7-8 hours',Unhealthy,4.0,Yes
3339,'7-8 hours',Moderate,3.0,Yes
3341,'7-8 hours',Healthy,5.0,No
3343,'7-8 hours',Unhealthy,5.0,Yes
3344,'7-8 hours',Moderate,4.0,No
3345,'Less than 5 hours',Healthy,4.0,Yes
3350,'More than 8 hours',Unhealthy,3.0,Yes
3352,'7-8 hours',Moderate,4.0,Yes
3357,'5-6 hours',Moderate,5.0,No
3359,'5-6 hours',Unhealthy,5.0,No
3377,'Less than 5 hours',Healthy,3.0,No
3379,'7-8 hours',Unhealthy,2.0,Yes
3385,'5-6 hours',Moderate,2.0,No
3390,'7-8 hours',Healthy,3.0,No
3393,'Less than 5 hours',Unhealthy,4.0,No
3401,'5-6 hours',Healthy,5.0,No
3405,'More than 8 hours',Moderate,3.0,Yes
3416,'7-8 hours',Moderate,5.0,Yes
3420,'7-8 hours',Unhealthy,3.0,Yes
3429,'Less than 5 hours',Moderate,5.0,No
3430,'7-8 hours',Unhealthy,2.0,No
3436,'5-6 hours',Unhealthy,5.0,No
3437,'Less than 5 hours',Healthy,1.0,Yes
3438,'More than 8 hours',Healthy,2.0,No
3442,'7-8 hours',Moderate,5.0,No
3456,'Less than 5 hours',Moderate,4.0,No
3457,'More than 8 hours',Unhealthy,5.0,No
3461,'Less than 5 hours',Moderate,3.0,Yes
3464,'5-6 hours',Unhealthy,5.0,Yes
3466,'Less than 5 hours',Unhealthy,1.0,No
3469,'7-8 hours',Unhealthy,5.0,No
3477,'5-6 hours',Healthy,4.0,No
3483,'7-8 hours',Unhealthy,3.0,Yes
3490,'5-6 hours',Moderate,5.0,No
3491,'5-6 hours',Unhealthy,4.0,Yes
3493,'7-8 hours',Healthy,2.0,No
3498,'7-8 hours',Healthy,4.0,No
3500,'5-6 hours',Unhealthy,5.0,No
3506,'7-8 hours',Unhealthy,4.0,No
3515,'Less than 5 hours',Moderate,3.0,No
3524,'Less than 5 hours',Unhealthy,4.0,Yes
3527,'Less than 5 hours',Moderate,3.0,Yes
3539,'5-6 hours',Moderate,4.0,Yes
3546,'Less than 5 hours',Unhealthy,2.0,No
3572,'7-8 hours',Moderate,1.0,Yes
3573,'7-8 hours',Unhealthy,5.0,Yes
3580,'5-6 hours',Unhealthy,5.0,No
3586,'More than 8 hours',Unhealthy,5.0,No
3588,'More than 8 hours',Healthy,2.0,No
3590,'5-6 hours',Unhealthy,4.0,No
3594,'7-8 hours',Unhealthy,5.0,Yes
3596,'5-6 hours',Healthy,4.0,No
3599,'More than 8 hours',Healthy,5.0,No
3601,'5-6 hours',Moderate,4.0,No
3607,'7-8 hours',Unhealthy,5.0,Yes
3611,'More than 8 hours',Moderate,5.0,Yes
3612,'Less than 5 hours',Moderate,2.0,No
3617,'7-8 hours',Unhealthy,4.0,No
3639,'7-8 hours',Healthy,1.0,Yes
3641,'Less than 5 hours',Unhealthy,3.0,Yes
3643,'5-6 hours',Unhealthy,2.0,Yes
3644,'7-8 hours',Healthy,2.0,No
3651,'Less than 5 hours',Healthy,5.0,No
3652,'7-8 hours',Moderate,3.0,No
3656,'Less than 5 hours',Unhealthy,5.0,Yes
3660,'Less than 5 hours',Unhealthy,4.0,Yes
3670,'Less than 5 hours',Moderate,2.0,No
3674,'Less than 5 hours',Unhealthy,3.0,Yes
3682,'5-6 hours',Healthy,4.0,No
3684,'Less than 5 hours',Moderate,2.0,Yes
3688,'7-8 hours',Unhealthy,1.0,No
3691,'More than 8 hours',Unhealthy,3.0,Yes
3700,'Less than 5 hours',Unhealthy,3.0,Yes
3705,'Less than 5 hours',Healthy,4.0,No
3707,'More than 8 hours',Healthy,4.0,No
3710,'5-6 hours',Moderate,2.0,No
3727,'5-6 hours',Moderate,5.0,Yes
3728,'Less than 5 hours',Unhealthy,3.0,No
3730,'More than 8 hours',Unhealthy,5.0,Yes
3737,'Less than 5 hours',Unhealthy,1.0,Yes
3739,'More than 8 hours',Unhealthy,2.0,Yes
3741,'5-6 hours',Unhealthy,3.0,No
3754,'7-8 hours',Unhealthy,5.0,No
3755,'Less than 5 hours',Moderate,1.0,No
3763,'7-8 hours',Unhealthy,3.0,No
3769,'5-6 hours',Unhealthy,4.0,Yes
3781,'7-8 hours',Unhealthy,3.0,No
3788,'More than 8 hours',Moderate,4.0,Yes
3792,'More than 8 hours',Unhealthy,3.0,No
3794,'7-8 hours',Healthy,2.0,No
3801,'5-6 hours',Unhealthy,5.0,Yes
3812,'More than 8 hours',Healthy,4.0,Yes
3814,'5-6 hours',Moderate,2.0,Yes
3817,'5-6 hours',Unhealthy,1.0,No
3818,'Less than 5 hours',Unhealthy,5.0,No
3828,'More than 8 hours',Unhealthy,1.0,No
3831,'5-6 hours',Healthy,3.0,No
3844,'Less than 5 hours',Moderate,1.0,Yes
3845,'7-8 hours',Healthy,4.0,No
3852,'5-6 hours',Moderate,1.0,Yes
3857,'Less than 5 hours',Unhealthy,5.0,No
3862,'More than 8 hours',Healthy,4.0,No
3865,'5-6 hours',Moderate,1.0,Yes
3870,'More than 8 hours',Moderate,5.0,No
3874,'5-6 hours',Unhealthy,3.0,No
3880,'More than 8 hours',Moderate,1.0,No
3885,'5-6 hours',Moderate,3.0,No
3887,'5-6 hours',Moderate,3.0,No
3888,'7-8 hours',Moderate,4.0,No
3895,'5-6 hours',Moderate,4.0,Yes
3920,'Less than 5 hours',Healthy,5.0,No
3921,'5-6 hours',Healthy,2.0,No
3924,'Less than 5 hours',Healthy,2.0,Yes
3928,'Less than 5 hours',Moderate,5.0,No
3931,'7-8 hours',Unhealthy,2.0,Yes
3934,'5-6 hours',Moderate,3.0,No
3939,'More than 8 hours',Moderate,5.0,No
3940,'5-6 hours',Moderate,4.0,No
3951,'7-8 hours',Unhealthy,5.0,No
3961,'Less than 5 hours',Unhealthy,2.0,No
3962,'Less than 5 hours',Healthy,3.0,Yes
3963,'More than 8 hours',Moderate,3.0,No
3971,'7-8 hours',Moderate,3.0,No
3983,'More than 8 hours',Moderate,2.0,Yes
3987,'More than 8 hours',Moderate,3.0,Yes
3990,'5-6 hours',Unhealthy,2.0,No
3999,'Less than 5 hours',Moderate,2.0,No
4001,'7-8 hours',Moderate,1.0,Yes
4004,'7-8 hours',Moderate,2.0,Yes
4006,'7-8 hours',Healthy,3.0,No
4013,'Less than 5 hours',Healthy,2.0,No
4015,'Less than 5 hours',Moderate,4.0,Yes
4016,'7-8 hours',Unhealthy,2.0,No
4022,'7-8 hours',Healthy,3.0,Yes
4027,'7-8 hours',Unhealthy,1.0,Yes
4029,'More than 8 hours',Healthy,3.0,No
4039,'More than 8 hours',Unhealthy,5.0,Yes
4047,'5-6 hours',Moderate,4.0,No
4056,'5-6 hours',Moderate,3.0,No
4058,'More than 8 hours',Unhealthy,5.0,Yes
4060,'7-8 hours',Unhealthy,4.0,No
4070,'5-6 hours',Healthy,5.0,Yes
4077,'5-6 hours',Unhealthy,2.0,No
4078,'More than 8 hours',Moderate,1.0,No
4079,'7-8 hours',Healthy,5.0,Yes
4080,'Less than 5 hours',Moderate,2.0,No
4081,'More than 8 hours',Unhealthy,4.0,Yes
4082,'5-6 hours',Unhealthy,5.0,Yes
4083,'More than 8 hours',Moderate,2.0,No
4090,'Less than 5 hours',Unhealthy,1.0,Yes
4092,'More than 8 hours',Unhealthy,4.0,No
4104,'5-6 hours',Moderate,1.0,No
4111,'Less than 5 hours',Healthy,5.0,Yes
4113,'7-8 hours',Moderate,3.0,Yes
4114,'5-6 hours',Healthy,5.0,Yes
4117,'Less than 5 hours',Moderate,3.0,Yes
4121,'5-6 hours',Moderate,5.0,No
4126,'More than 8 hours',Moderate,5.0,No
4127,'Less than 5 hours',Moderate,5.0,Yes
4130,'More than 8 hours',Unhealthy,5.0,Yes
4133,'7-8 hours',Unhealthy,2.0,No
4137,'5-6 hours',Unhealthy,3.0,Yes
4141,'Less than 5 hours',Moderate,5.0,No
4146,'5-6 hours',Unhealthy,4.0,Yes
4171,'Less than 5 hours',Healthy,2.0,No
4174,'5-6 hours',Unhealthy,1.0,Yes
4183,'5-6 hours',Healthy,4.0,Yes
4187,'5-6 hours',Moderate,5.0,No
4188,'Less than 5 hours',Moderate,1.0,No
4189,'5-6 hours',Healthy,5.0,No
4191,'Less than 5 hours',Healthy,1.0,No
4202,'More than 8 hours',Moderate,4.0,No
4210,'5-6 hours',Unhealthy,4.0,Yes
4213,'Less than 5 hours',Moderate,2.0,No
4226,'More than 8 hours',Unhealthy,5.0,Yes
4227,'More than 8 hours',Moderate,5.0,Yes
4241,'7-8 hours',Unhealthy,3.0,Yes
4243,'More than 8 hours',Unhealthy,2.0,No
4248,'More than 8 hours',Moderate,4.0,No
4249,'5-6 hours',Moderate,2.0,No
4252,'Less than 5 hours',Moderate,1.0,Yes
4263,'More than 8 hours',Moderate,1.0,No
4267,'5-6 hours',Unhealthy,4.0,Yes
4271,'7-8 hours',Moderate,4.0,No
4277,'Less than 5 hours',Unhealthy,5.0,Yes
4281,'5-6 hours',Moderate,2.0,No
4284,'5-6 hours',Healthy,4.0,No
4304,'5-6 hours',Unhealthy,5.0,No
4308,'5-6 hours',Unhealthy,3.0,Yes
4309,'7-8 hours',Unhealthy,4.0,No
4313,'Less than 5 hours',Moderate,1.0,Yes
4316,'Less than 5 hours',Healthy,1.0,Yes
4324,'More than 8 hours',Healthy,1.0,Yes
4325,'5-6 hours',Healthy,4.0,No
4333,'7-8 hours',Unhealthy,2.0,No
4335,'5-6 hours',Unhealthy,5.0,Yes
4337,'Less than 5 hours',Unhealthy,3.0,No
4343,'5-6 hours',Moderate,5.0,Yes
4345,'More than 8 hours',Moderate,3.0,No
4346,'Less than 5 hours',Moderate,2.0,Yes
4349,'7-8 hours',Unhealthy,1.0,No
4356,'Less than 5 hours',Moderate,3.0,Yes
4358,'5-6 hours',Unhealthy,4.0,No
4362,'Less than 5 hours',Healthy,1.0,Yes
4366,'Less than 5 hours',Moderate,1.0,Yes
4379,'7-8 hours',Healthy,4.0,No
4380,'7-8 hours',Unhealthy,1.0,No
4381,'7-8 hours',Healthy,5.0,No
4390,'Less than 5 hours',Healthy,2.0,No
4399,'7-8 hours',Healthy,1.0,Yes
4410,'5-6 hours',Unhealthy,5.0,Yes
4411,'7-8 hours',Moderate,1.0,Yes
4413,'5-6 hours',Moderate,3.0,Yes
4414,'More than 8 hours',Unhealthy,5.0,Yes
4417,'Less than 5 hours',Moderate,5.0,Yes
4424,'5-6 hours',Unhealthy,3.0,No
4435,'7-8 hours',Healthy,4.0,Yes
4437,'More than 8 hours',Healthy,2.0,Yes
4439,'7-8 hours',Moderate,1.0,Yes
4440,'Less than 5 hours',Unhealthy,1.0,Yes
4441,'7-8 hours',Moderate,1.0,No
4447,'More than 8 hours',Unhealthy,3.0,Yes
4449,'Less than 5 hours',Healthy,2.0,Yes
4451,'Less than 5 hours',Unhealthy,5.0,No
4461,'7-8 hours',Moderate,3.0,No
4464,'5-6 hours',Moderate,1.0,Yes
4474,'Less than 5 hours',Moderate,5.0,No
4480,'7-8 hours',Moderate,4.0,No
4484,'More than 8 hours',Moderate,1.0,No
4491,'7-8 hours',Unhealthy,5.0,No
4492,'7-8 hours',Healthy,4.0,Yes
4499,'Less than 5 hours',Healthy,5.0,Yes
4500,'Less than 5 hours',Moderate,5.0,Yes
4509,'Less than 5 hours',Moderate,5.0,No
4510,'7-8 hours',Healthy,4.0,No
4511,'7-8 hours',Moderate,4.0,No
4516,'More than 8 hours',Healthy,2.0,No
4519,'5-6 hours',Moderate,1.0,No
4528,'7-8 hours',Unhealthy,3.0,Yes
4538,'7-8 hours',Unhealthy,5.0,Yes
4546,'7-8 hours',Unhealthy,4.0,No
4560,'Less than 5 hours',Moderate,2.0,Yes
4564,'More than 8 hours',Unhealthy,3.0,Yes
4570,'Less than 5 hours',Unhealthy,3.0,Yes
4571,'Less than 5 hours',Moderate,5.0,No
4591,'Less than 5 hours',Unhealthy,1.0,No
4607,'7-8 hours',Unhealthy,4.0,No
4611,'5-6 hours',Unhealthy,4.0,Yes
4614,'More than 8 hours',Moderate,3.0,No
4615,'7-8 hours',Moderate,1.0,Yes
4618,'More than 8 hours',Moderate,1.0,No
4621,'5-6 hours',Moderate,5.0,Yes
4624,'7-8 hours',Healthy,2.0,Yes
4635,'7-8 hours',Moderate,2.0,No
4643,'5-6 hours',Healthy,4.0,Yes
4647,'7-8 hours',Healthy,4.0,Yes
4657,'Less than 5 hours',Moderate,1.0,No
4661,'More than 8 hours',Healthy,4.0,Yes
4668,'5-6 hours',Unhealthy,2.0,No
4673,'Less than 5 hours',Unhealthy,5.0,No
4674,'7-8 hours',Healthy,2.0,No
4680,'Less than 5 hours',Moderate,1.0,Yes
4698,'Less than 5 hours',Moderate,1.0,No
4700,'More than 8 hours',Unhealthy,4.0,No
4714,'7-8 hours',Healthy,2.0,Yes
4715,'7-8 hours',Moderate,4.0,Yes
4717,'7-8 hours',Moderate,4.0,No
4718,'More than 8 hours',Healthy,2.0,Yes
4725,'Less than 5 hours',Moderate,2.0,Yes
4727,'Less than 5 hours',Healthy,1.0,No
4730,'Less than 5 hours',Unhealthy,4.0,No
4740,'More than 8 hours',Moderate,4.0,Yes
4756,'More than 8 hours',Moderate,4.0,Yes
4758,'Less than 5 hours',Unhealthy,4.0,No
4765,'Less than 5 hours',Unhealthy,3.0,No
4768,'Less than 5 hours',Healthy,2.0,No
4770,'Less than 5 hours',Unhealthy,5.0,Yes
4773,'5-6 hours',Unhealthy,2.0,No
4780,'7-8 hours',Unhealthy,5.0,No
4784,'7-8 hours',Unhealthy,3.0,No
4787,'Less than 5 hours',Healthy,2.0,No
4790,'Less than 5 hours',Unhealthy,5.0,Yes
4800,'5-6 hours',Moderate,4.0,No
4807,'More than 8 hours',Unhealthy,2.0,No
4820,'Less than 5 hours',Moderate,3.0,No
4826,'Less than 5 hours',Unhealthy,1.0,No
4827,'7-8 hours',Moderate,3.0,Yes
4832,'More than 8 hours',Moderate,2.0,Yes
4839,'Less than 5 hours',Moderate,4.0,No
4846,'More than 8 hours',Healthy,1.0,Yes
4849,'5-6 hours',Moderate,5.0,Yes
4858,'7-8 hours',Unhealthy,1.0,No
4862,'More than 8 hours',Moderate,2.0,No
4868,'More than 8 hours',Unhealthy,1.0,No
4870,'Less than 5 hours',Unhealthy,2.0,Yes
4872,'5-6 hours',Unhealthy,4.0,No
4878,'5-6 hours',Unhealthy,3.0,No
4887,'More than 8 hours',Unhealthy,2.0,No
4901,'More than 8 hours',Moderate,4.0,No
4918,'7-8 hours',Moderate,5.0,No
4921,'7-8 hours',Unhealthy,5.0,No
4927,'More than 8 hours',Unhealthy,1.0,Yes
4935,'7-8 hours',Healthy,4.0,Yes
4937,'7-8 hours',Moderate,1.0,No
4939,'7-8 hours',Unhealthy,2.0,Yes
4949,'5-6 hours',Moderate,5.0,Yes
4955,'Less than 5 hours',Moderate,2.0,Yes
4964,'5-6 hours',Moderate,5.0,Yes
4970,'More than 8 hours',Healthy,3.0,Yes
4971,'5-6 hours',Unhealthy,3.0,Yes
4975,'5-6 hours',Moderate,2.0,No
4979,'Less than 5 hours',Moderate,5.0,No
4981,'Less than 5 hours',Unhealthy,4.0,No
4985,'7-8 hours',Moderate,5.0,No
4995,'5-6 hours',Moderate,4.0,Yes
4997,'More than 8 hours',Moderate,1.0,No
4998,'7-8 hours',Healthy,2.0,Yes
5008,'5-6 hours',Healthy,2.0,No
5009,'More than 8 hours',Healthy,1.0,No
5010,'7-8 hours',Healthy,4.0,Yes
5011,'5-6 hours',Moderate,4.0,Yes
5015,'More than 8 hours',Moderate,3.0,No
5017,'5-6 hours',Healthy,2.0,No
5018,'More than 8 hours',Healthy,2.0,Yes
5038,'Less than 5 hours',Healthy,3.0,Yes
5045,'Less than 5 hours',Healthy,2.0,No
5046,'More than 8 hours',Moderate,5.0,No
5049,'7-8 hours',Healthy,4.0,No
5051,'5-6 hours',Unhealthy,4.0,No
5056,'7-8 hours',Moderate,2.0,Yes
5062,'Less than 5 hours',Unhealthy,3.0,Yes
5064,'5-6 hours',Moderate,1.0,Yes
5066,'Less than 5 hours',Unhealthy,5.0,Yes
5070,'Less than 5 hours',Unhealthy,5.0,No
5071,'5-6 hours',Unhealthy,1.0,No
5073,'7-8 hours',Moderate,4.0,No
5078,'Less than 5 hours',Moderate,2.0,No
5080,'More than 8 hours',Moderate,1.0,Yes
5082,'More than 8 hours',Moderate,3.0,Yes
5089,'Less than 5 hours',Healthy,1.0,No
5090,'5-6 hours',Unhealthy,5.0,Yes
5092,'Less than 5 hours',Moderate,2.0,Yes
5097,'7-8 hours',Unhealthy,2.0,No
5105,'7-8 hours',Healthy,3.0,No
5106,'7-8 hours',Moderate,5.0,No
5110,'More than 8 hours',Moderate,4.0,Yes
5113,'7-8 hours',Moderate,2.0,No
5122,'Less than 5 hours',Moderate,5.0,No
5125,'Less than 5 hours',Moderate,5.0,No
5128,'More than 8 hours',Unhealthy,3.0,Yes
5130,'Less than 5 hours',Moderate,5.0,Yes
5136,'More than 8 hours',Unhealthy,1.0,Yes
5142,'Less than 5 hours',Healthy,1.0,No
5144,'7-8 hours',Unhealthy,4.0,Yes
5152,'5-6 hours',Moderate,1.0,Yes
5153,'More than 8 hours',Unhealthy,4.0,Yes
5156,'5-6 hours',Unhealthy,5.0,Yes
5160,'More than 8 hours',Unhealthy,3.0,Yes
5164,'Less than 5 hours',Moderate,5.0,No
5165,'Less than 5 hours',Unhealthy,5.0,Yes
5166,'5-6 hours',Moderate,3.0,Yes
5177,'More than 8 hours',Unhealthy,1.0,Yes
5189,'7-8 hours',Healthy,2.0,No
5198,'7-8 hours',Unhealthy,3.0,Yes
5205,'Less than 5 hours',Unhealthy,2.0,Yes
5220,'More than 8 hours',Moderate,1.0,No
5236,'5-6 hours',Moderate,3.0,Yes
5242,'5-6 hours',Healthy,2.0,No
5245,'7-8 hours',Moderate,5.0,Yes
5251,'7-8 hours',Unhealthy,3.0,No
5255,'More than 8 hours',Moderate,1.0,Yes
5260,'More than 8 hours',Healthy,3.0,Yes
5265,'5-6 hours',Unhealthy,5.0,Yes
5278,'5-6 hours',Healthy,1.0,Yes
5287,'More than 8 hours',Healthy,1.0,No
5291,'More than 8 hours',Unhealthy,4.0,Yes
5292,'5-6 hours',Healthy,5.0,No
5295,'Less than 5 hours',Healthy,1.0,No
5301,'Less than 5 hours',Moderate,1.0,No
5302,'5-6 hours',Moderate,3.0,Yes
5303,'Less than 5 hours',Unhealthy,5.0,No
5308,'5-6 hours',Unhealthy,1.0,No
5311,'Less than 5 hours',Moderate,2.0,No
5315,'More than 8 hours',Unhealthy,4.0,Yes
5331,'More than 8 hours',Unhealthy,4.0,No
5333,'Less than 5 hours',Moderate,5.0,Yes
5334,'Less than 5 hours',Healthy,5.0,No
5336,'7-8 hours',Moderate,1.0,Yes
5337,'7-8 hours',Healthy,2.0,Yes
5341,'Less than 5 hours',Healthy,2.0,No
5343,'5-6 hours',Healthy,3.0,No
5362,'More than 8 hours',Unhealthy,3.0,Yes
5382,'Less than 5 hours',Unhealthy,5.0,Yes
5393,'5-6 hours',Moderate,2.0,Yes
5403,'7-8 hours',Healthy,2.0,No
5404,'More than 8 hours',Unhealthy,2.0,No
5417,'More than 8 hours',Unhealthy,5.0,Yes
5420,'More than 8 hours',Healthy,4.0,No
5434,'7-8 hours',Unhealthy,3.0,Yes
5435,'7-8 hours',Unhealthy,1.0,Yes
5436,'7-8 hours',Unhealthy,4.0,No
5439,'7-8 hours',Moderate,4.0,No
5444,'5-6 hours',Unhealthy,3.0,Yes
5451,'7-8 hours',Healthy,1.0,No
5462,'Less than 5 hours',Unhealthy,2.0,No
5465,'5-6 hours',Unhealthy,2.0,No
5467,'5-6 hours',Healthy,1.0,Yes
5473,'More than 8 hours',Moderate,4.0,No
5475,'More than 8 hours',Unhealthy,2.0,No
5482,'5-6 hours',Healthy,3.0,No
5484,'7-8 hours',Moderate,1.0,Yes
5491,'More than 8 hours',Moderate,5.0,No
5494,'More than 8 hours',Moderate,4.0,No
5506,'7-8 hours',Healthy,3.0,No
5507,'Less than 5 hours',Unhealthy,3.0,Yes
5513,'7-8 hours',Unhealthy,2.0,Yes
5516,'More than 8 hours',Unhealthy,1.0,Yes
5523,'7-8 hours',Moderate,2.0,Yes
5529,'More than 8 hours',Unhealthy,5.0,Yes
5538,'More than 8 hours',Unhealthy,4.0,No
5545,'5-6 hours',Moderate,2.0,No
5548,'Less than 5 hours',Unhealthy,3.0,Yes
5550,'5-6 hours',Unhealthy,3.0,No
5552,'Less than 5 hours',Unhealthy,4.0,Yes
5555,'5-6 hours',Healthy,4.0,No
5560,'5-6 hours',Unhealthy,1.0,Yes
5561,'Less than 5 hours',Unhealthy,4.0,Yes
5563,'Less than 5 hours',Healthy,3.0,No
5565,'5-6 hours',Moderate,2.0,Yes
5568,'More than 8 hours',Healthy,3.0,No
5569,'More than 8 hours',Moderate,1.0,Yes
5579,'7-8 hours',Unhealthy,4.0,Yes
5580,'Less than 5 hours',Healthy,3.0,Yes
5581,'7-8 hours',Healthy,1.0,Yes
5593,'Less than 5 hours',Healthy,4.0,No
5601,'5-6 hours',Unhealthy,3.0,Yes
5603,'More than 8 hours',Healthy,2.0,No
5609,'5-6 hours',Moderate,2.0,Yes
5612,'5-6 hours',Moderate,1.0,Yes
5613,'Less than 5 hours',Moderate,3.0,Yes
5616,'7-8 hours',Unhealthy,5.0,Yes
5624,'5-6 hours',Moderate,2.0,No
5626,'Less than 5 hours',Unhealthy,5.0,Yes
5632,'5-6 hours',Moderate,5.0,No
5635,'More than 8 hours',Healthy,1.0,Yes
5639,'5-6 hours',Moderate,4.0,Yes
5659,'5-6 hours',Healthy,4.0,Yes
5660,'5-6 hours',Moderate,3.0,No
5662,'7-8 hours',Healthy,1.0,No
5671,'7-8 hours',Unhealthy,5.0,Yes
5672,'Less than 5 hours',Healthy,3.0,No
5681,'7-8 hours',Unhealthy,2.0,No
5686,'Less than 5 hours',Moderate,4.0,No
5693,'5-6 hours',Unhealthy,3.0,Yes
5702,'5-6 hours',Unhealthy,5.0,No
5708,'More than 8 hours',Moderate,1.0,Yes
5709,'More than 8 hours',Moderate,3.0,Yes
5712,'Less than 5 hours',Moderate,2.0,No
5713,'More than 8 hours',Moderate,1.0,No
5714,'5-6 hours',Unhealthy,2.0,Yes
5719,'5-6 hours',Moderate,5.0,No
5730,'More than 8 hours',Unhealthy,1.0,No
5746,'Less than 5 hours',Moderate,5.0,No
5748,'5-6 hours',Moderate,1.0,No
5749,'More than 8 hours',Unhealthy,5.0,Yes
5751,'More than 8 hours',Moderate,3.0,Yes
5758,'5-6 hours',Unhealthy,5.0,Yes
5765,'Less than 5 hours',Unhealthy,5.0,Yes
5768,'5-6 hours',Healthy,4.0,No
5769,'More than 8 hours',Unhealthy,2.0,No
5786,'More than 8 hours',Moderate,5.0,No
5787,'Less than 5 hours',Healthy,4.0,Yes
5822,'Less than 5 hours',Healthy,2.0,No
5835,'7-8 hours',Moderate,3.0,Yes
5836,'Less than 5 hours',Healthy,1.0,No
5837,'5-6 hours',Moderate,1.0,No
5842,'Less than 5 hours',Moderate,4.0,No
5845,'Less than 5 hours',Moderate,4.0,Yes
5857,'Less than 5 hours',Moderate,2.0,No
5872,'Less than 5 hours',Unhealthy,3.0,No
5879,'More than 8 hours',Moderate,4.0,No
5881,'7-8 hours',Healthy,5.0,Yes
5885,'7-8 hours',Moderate,4.0,No
5886,'5-6 hours',Healthy,5.0,No
5887,'7-8 hours',Moderate,1.0,Yes
5892,'More than 8 hours',Unhealthy,3.0,No
5894,'More than 8 hours',Unhealthy,2.0,Yes
5898,'7-8 hours',Healthy,4.0,Yes
5899,'5-6 hours',Unhealthy,2.0,No
5903,'More than 8 hours',Unhealthy,5.0,Yes
5920,'Less than 5 hours',Healthy,5.0,No
5924,'5-6 hours',Healthy,5.0,No
5931,'More than 8 hours',Unhealthy,5.0,Yes
5932,'7-8 hours',Healthy,5.0,Yes
5936,'More than 8 hours',Healthy,3.0,Yes
5948,'More than 8 hours',Healthy,2.0,No
5951,'5-6 hours',Moderate,3.0,No
5953,'7-8 hours',Healthy,3.0,No
5954,'Less than 5 hours',Healthy,1.0,Yes
5967,'More than 8 hours',Unhealthy,5.0,No
